sample_index,true_label,tf_prediction,json_prediction,tf_correct,json_correct,models_agree,tf_probability,json_probability
73,9,9,9,True,True,True,19.693325,19.608387610128528
74,1,1,1,True,True,True,14.881702,14.97221063856547
75,7,7,7,True,True,True,18.040535,17.9036729171986
76,3,3,3,True,True,True,11.647089,11.562801272276618
77,2,2,2,True,True,True,10.982592,10.910380568354295
78,9,9,9,True,True,True,12.263398,12.175905593081643
79,7,7,7,True,True,True,18.891052,18.77880099420956
80,7,7,7,True,True,True,10.350339,10.246169427710337
81,6,6,6,True,True,True,13.117618,12.989088119182831
82,2,2,2,True,True,True,41.16393,41.03429476297711
83,7,7,7,True,True,True,20.388844,20.287428464736045
84,8,8,8,True,True,True,10.967318,11.045200098249392
85,4,4,4,True,True,True,21.250713,21.174163852993445
86,7,7,7,True,True,True,22.0786,22.048873932142424
87,3,3,3,True,True,True,-0.27796325,-0.2571329412184397
88,6,6,6,True,True,True,25.112976,25.136809620024074
89,1,1,1,True,True,True,10.915211,11.124650269940306
90,3,3,3,True,True,True,19.021965,19.06367049488547
91,6,6,6,True,True,True,16.064234,15.921330561917683
92,9,9,9,True,True,True,10.381738,10.264040386528311
93,3,3,3,True,True,True,16.86137,16.88666947695405
94,1,1,1,True,True,True,18.405893,18.568589406833635
95,4,4,4,True,True,True,22.272545,22.30796455823873
96,1,1,1,True,True,True,4.074705,4.133346080310566
97,7,7,7,True,True,True,13.701027,13.768564319610121
98,6,6,6,True,True,True,15.778864,15.802573457533274
99,9,9,9,True,True,True,22.277544,22.13340225946603
100,6,6,6,True,True,True,19.579384,19.488175105851678
101,0,0,0,True,True,True,24.988445,24.97509068496101
102,5,5,5,True,True,True,34.137077,34.04070745123479
103,4,4,4,True,True,True,33.3124,33.244418890968596
104,9,9,9,True,True,True,11.747234,11.75076997398452
105,9,9,9,True,True,True,16.10066,16.09901300121964
106,2,2,2,True,True,True,18.605978,18.527319229801613
107,1,1,1,True,True,True,10.184866,10.259328484779386
108,9,9,9,True,True,True,14.782212,14.715718694023812
109,4,4,4,True,True,True,13.104231,13.020761241052835
110,8,8,8,True,True,True,20.501879,20.711875222521034
111,7,7,7,True,True,True,19.01367,19.003215195610643
112,3,3,3,True,True,True,18.114088,18.14871408630412
113,9,9,9,True,True,True,15.648345,15.535099898830792
114,7,7,7,True,True,True,14.607955,14.7983063464532
115,4,4,4,True,True,True,9.526534,9.485760618666125
116,4,4,4,True,True,True,8.717535,8.827755405246707
117,4,4,4,True,True,True,12.790454,12.624229966591953
118,9,9,9,True,True,True,10.483588,10.400407317992668
119,2,2,2,True,True,True,7.8496094,7.711409066813294
120,5,5,5,True,True,True,38.114788,38.12901668410488
121,4,4,4,True,True,True,7.521919,7.424849086301488
122,7,7,7,True,True,True,14.4137,14.398135827496775
123,6,6,6,True,True,True,11.326229,11.121922412313815
124,7,4,4,False,False,True,15.804661,16.016775278404698
125,9,9,9,True,True,True,11.2922325,11.202611504470228
126,0,0,0,True,True,True,17.479557,17.19921175116945
127,5,5,5,True,True,True,32.08227,32.31922552091586
128,8,8,8,True,True,True,27.608835,27.91918330369815
129,5,5,5,True,True,True,30.712788,30.911238701089104
130,6,6,6,True,True,True,19.948654,19.828144238836078
131,6,6,6,True,True,True,22.924877,22.701380006959152
132,5,5,5,True,True,True,32.166027,32.08007318897919
133,7,7,7,True,True,True,26.374699,26.501179640478064
134,8,8,8,True,True,True,19.451723,19.728602484206935
135,1,1,1,True,True,True,15.997583,16.17911719034613
136,0,0,0,True,True,True,25.653812,25.528657405782102
137,1,1,1,True,True,True,12.614229,12.720596774689382
138,6,6,6,True,True,True,18.616089,18.626269347294713
139,4,4,4,True,True,True,20.245064,20.18412887810136
140,6,6,6,True,True,True,12.902187,12.828493438823282
141,7,7,7,True,True,True,26.770065,26.733193247166653
142,3,3,3,True,True,True,10.679686,10.790384184404322
143,1,1,1,True,True,True,14.849287,14.957814028053566
144,7,7,7,True,True,True,21.202942,21.15806587493467
145,1,1,1,True,True,True,12.368513,12.453597075542648
146,8,8,8,True,True,True,20.26294,20.29947406558708
147,2,2,2,True,True,True,37.55276,37.423268490379
148,0,0,0,True,True,True,23.451206,23.272468407370457
149,2,8,8,False,False,True,3.5766675,3.6556414853421337
150,9,9,9,True,True,True,14.290663,14.239088171428339
151,9,9,9,True,True,True,10.658087,10.618197513425892
152,5,5,5,True,True,True,16.242931,16.43887748827966
153,5,5,5,True,True,True,14.188769,14.139334605177014
154,1,1,1,True,True,True,11.63368,11.666953616168303
155,5,5,5,True,True,True,14.739677,14.802286955420458
156,6,6,6,True,True,True,23.837166,23.805781141439336
157,0,0,0,True,True,True,23.182867,22.99675826748405
158,3,3,3,True,True,True,7.7078223,7.589349182975959
159,4,4,4,True,True,True,11.499137,11.50811708576625
160,4,4,4,True,True,True,21.240461,21.41083482926488
161,6,6,6,True,True,True,24.91806,24.820165017219708
162,5,5,5,True,True,True,44.511425,44.45382906171938
163,4,4,4,True,True,True,20.214996,20.130369951487985
164,6,6,6,True,True,True,8.630732,8.475211653679683
165,5,5,5,True,True,True,20.54842,20.474582044201316
166,4,4,4,True,True,True,12.498863,12.487469497927997
167,5,0,0,False,False,True,3.407218,3.3013992873208617
168,1,1,1,True,True,True,14.35438,14.444642246937349
169,4,4,4,True,True,True,23.53986,23.706971469445868
170,4,4,4,True,True,True,17.76073,17.767916084263803
171,7,7,7,True,True,True,18.644218,18.752749826970263
172,2,2,2,True,True,True,27.57614,27.482594657718685
173,3,3,3,True,True,True,4.8706384,4.835455412532699
174,2,2,2,True,True,True,23.376059,23.166665440233167
175,7,1,1,False,False,True,4.065013,4.2108647433913164
176,1,1,1,True,True,True,7.710277,7.779749129669826
177,8,8,8,True,True,True,11.449633,11.464456752001874
178,1,1,1,True,True,True,16.79763,16.911392223061984
179,8,8,8,True,True,True,18.899588,19.047411485151915
180,1,1,1,True,True,True,17.01058,17.079325428684673
181,8,8,8,True,True,True,17.414759,17.604053972044433
182,5,5,5,True,True,True,14.628431,14.835772745361773
183,0,0,0,True,True,True,31.20573,31.252896118706673
184,8,8,8,True,True,True,10.425186,10.536241427837112
185,9,9,9,True,True,True,13.838578,13.883354582974741
186,2,2,2,True,True,True,27.187447,26.897945162802138
187,5,5,5,True,True,True,19.429232,19.265888007013483
188,0,0,0,True,True,True,35.624092,35.51562095082563
189,1,1,1,True,True,True,6.756906,6.844435572520261
190,1,1,1,True,True,True,18.274696,18.488175621701508
191,1,1,1,True,True,True,7.795921,7.867747120243183
192,0,0,0,True,True,True,19.246002,19.131419555785055
193,9,9,9,True,True,True,6.61427,6.573823350724476
194,0,0,0,True,True,True,28.710993,28.565485873042547
195,3,3,3,True,True,True,7.9948897,7.883449335058773
196,1,1,1,True,True,True,18.110504,18.377218272562875
197,6,6,6,True,True,True,24.215065,24.094431460152602
198,4,4,4,True,True,True,17.255709,17.251871387554154
199,2,2,2,True,True,True,23.952486,23.57433586422738
200,3,3,3,True,True,True,16.564503,16.510990773772615
201,6,6,6,True,True,True,31.184872,31.21619128081578
202,1,1,1,True,True,True,14.164635,14.436252793114525
203,1,1,1,True,True,True,8.101034,8.0652738234141
204,1,1,1,True,True,True,10.206924,10.262216890255173
205,3,3,3,True,True,True,13.903047,13.909409164190548
206,9,9,9,True,True,True,20.5671,20.60070184858023
207,5,5,5,True,True,True,9.5326605,9.683401561428806
208,2,2,2,True,True,True,23.222109,22.931709650259638
209,9,9,9,True,True,True,16.660442,16.53082272857642
210,4,4,4,True,True,True,18.9014,18.75549196303789
211,5,5,5,True,True,True,11.031166,11.126173889221029
212,9,9,9,True,True,True,16.98602,16.969689133479715
213,3,3,3,True,True,True,17.351511,17.318572659456347
214,9,9,9,True,True,True,16.014368,15.97759029024789
215,0,0,0,True,True,True,19.798853,19.443053313962082
216,3,3,3,True,True,True,33.780663,33.81257157856547
217,6,5,5,False,False,True,12.462155,12.81101599790575
218,5,5,5,True,True,True,6.332092,6.290340408075715
219,5,5,5,True,True,True,17.827381,18.10812979516362
220,7,7,7,True,True,True,18.303642,18.257027164072046
221,2,2,2,True,True,True,11.253916,11.069934645894872
222,2,2,2,True,True,True,29.79555,29.63482027556361
223,7,7,7,True,True,True,25.723703,25.682120727310732
224,1,1,1,True,True,True,8.18565,8.319234443752693
225,2,2,2,True,True,True,21.425562,21.46804161984723
226,8,8,8,True,True,True,21.871561,22.07179452437189
227,4,4,4,True,True,True,9.322591,9.304222988495265
228,1,1,1,True,True,True,11.010307,11.074036445685456
229,7,7,7,True,True,True,14.967093,14.942666003466964
230,3,3,3,True,True,True,12.255866,12.276460110384951
231,3,3,3,True,True,True,14.432084,14.448272916265815
232,8,8,8,True,True,True,19.201601,19.435926041243683
233,8,8,8,True,True,True,17.051392,17.098948489148384
234,7,7,7,True,True,True,13.648548,13.494900293986396
235,9,9,9,True,True,True,11.102088,11.029212551939573
236,2,2,2,True,True,True,32.486637,32.17624256129755
237,2,2,2,True,True,True,27.441517,27.14994736106851
238,4,4,4,True,True,True,33.466846,33.44828654628511
239,1,1,1,True,True,True,12.762539,12.761527292241716
240,5,5,5,True,True,True,23.169275,23.09555031595253
241,9,9,9,True,True,True,6.375605,6.512319606203592
242,8,8,8,True,True,True,18.182394,18.130641196912237
243,7,7,7,True,True,True,18.824179,18.953377877404353
244,2,2,2,True,True,True,8.788641,8.680856810998755
245,3,3,3,True,True,True,-1.6074387,-1.6693896037353977
246,0,0,0,True,True,True,29.338444,29.08873688722096
247,4,2,2,False,False,True,2.8973558,2.721472932400475
248,4,4,4,True,True,True,33.810707,33.66529849326532
249,2,2,2,True,True,True,14.201394,13.907630039404813
250,4,4,4,True,True,True,12.0121155,12.057419600660689
251,1,1,1,True,True,True,7.538897,7.613637317473138
252,9,9,9,True,True,True,17.559254,17.539795444598
253,5,5,5,True,True,True,17.715685,17.7694841070057
254,7,7,7,True,True,True,19.361246,19.265610647567524
255,7,7,7,True,True,True,12.571205,12.5168510486249
256,2,2,2,True,True,True,17.83992,17.4761319354822
257,8,8,8,True,True,True,10.858248,11.002010729529125
258,2,2,2,True,True,True,28.649254,28.3972973624782
259,6,6,6,True,True,True,14.6157,14.563806992607391
260,8,8,8,True,True,True,17.122828,17.097720283924026
261,5,5,5,True,True,True,21.851234,22.027413020889767
262,7,7,7,True,True,True,28.566725,28.51188535825684
263,7,7,7,True,True,True,19.779749,19.81280805928483
264,9,9,9,True,True,True,15.322672,15.239896428774246
265,1,1,1,True,True,True,16.035849,16.126685503851043
266,8,8,8,True,True,True,11.233741,11.424201517862379
267,1,1,1,True,True,True,14.35775,14.504813642558963
268,8,8,8,True,True,True,12.750551,12.877630431066695
269,0,0,0,True,True,True,18.567453,18.575486410548987
270,3,3,3,True,True,True,21.494915,21.394848095440846
271,0,0,0,True,True,True,26.668756,26.48574209140324
272,1,1,1,True,True,True,12.76285,12.765732321332179
273,9,9,9,True,True,True,20.624018,20.471738353705096
274,9,9,9,True,True,True,13.561735,13.400871255740787
275,4,4,4,True,True,True,19.51039,19.516987980446075
276,1,1,1,True,True,True,17.29555,17.435741334313086
277,8,8,8,True,True,True,20.856789,20.899296247496245
278,2,2,2,True,True,True,29.38019,29.26810608810022
279,1,1,1,True,True,True,15.224569,15.287191267367314
280,2,2,2,True,True,True,23.846472,23.640143146519293
281,9,9,9,True,True,True,18.240292,18.223767901739915
282,7,7,7,True,True,True,15.157394,15.059672082327808
283,5,5,5,True,True,True,25.063131,25.190369469404235
284,9,9,9,True,True,True,8.540704,8.490783509316783
285,2,2,2,True,True,True,36.337856,36.068228696022224
286,6,6,6,True,True,True,16.61841,16.529513096358855
287,4,4,4,True,True,True,26.399494,26.44073821902318
288,1,1,1,True,True,True,14.809647,14.897725317623697
289,5,5,5,True,True,True,8.621983,8.628674798608731
290,8,8,8,True,True,True,9.653274,9.643447307390705
291,2,2,2,True,True,True,21.84259,21.841654985841526
292,9,9,9,True,True,True,6.5100727,6.463372088776386
293,2,2,2,True,True,True,20.962473,20.67547435763097
294,0,0,0,True,True,True,24.771027,24.666379637897087
295,4,4,4,True,True,True,23.608433,23.638637800764926
296,0,0,0,True,True,True,39.376526,39.234157706317596
297,0,0,0,True,True,True,18.432158,18.37499460006015
298,2,2,2,True,True,True,13.636849,13.436948586373408
299,8,8,8,True,True,True,19.799095,19.913339633378794
300,4,4,4,True,True,True,11.470626,11.539596129117909
301,7,7,7,True,True,True,21.995573,22.06917015996197
302,1,1,1,True,True,True,12.44548,12.484246429504879
303,2,2,2,True,True,True,4.1473713,3.964970287130718
304,4,4,4,True,True,True,19.235308,19.46112541057515
305,0,0,0,True,True,True,16.642868,16.49231674239491
306,2,2,2,True,True,True,18.308676,18.094433864327968
307,7,7,7,True,True,True,16.38444,16.370920658213542
308,4,4,4,True,True,True,30.324495,30.132332399146197
309,3,3,3,True,True,True,17.200024,17.180227973374766
310,3,3,3,True,True,True,12.849593,12.781025800285676
311,0,0,0,True,True,True,39.196236,38.97268868675557
312,0,0,0,True,True,True,22.828226,22.387882186792368
313,3,5,5,False,False,True,8.537802,8.37911249586515
314,1,1,1,True,True,True,13.232964,13.342722454727328
315,9,9,9,True,True,True,15.362521,15.510000689086278
316,6,6,6,True,True,True,16.893705,16.849977849922134
317,5,5,5,True,True,True,4.2274036,4.2535540041787385
318,2,2,2,True,True,True,10.2800455,10.299849869150544
319,5,5,5,True,True,True,21.144527,21.014734635067118
320,9,8,8,False,False,True,8.1873045,8.179878861306964
321,2,7,7,False,False,True,13.967502,13.855797306584714
322,9,9,9,True,True,True,22.982264,22.901247963708393
323,3,3,3,True,True,True,16.167597,16.16846375566313
324,0,0,0,True,True,True,4.6943746,4.591003352577465
325,4,4,4,True,True,True,16.861998,16.67917012529824
326,2,2,2,True,True,True,17.117214,16.95886465909971
327,0,0,0,True,True,True,26.002123,25.645075810639206
328,7,7,7,True,True,True,18.36806,18.122630616100246
329,1,1,1,True,True,True,13.760046,13.877098253824588
330,1,1,1,True,True,True,15.748295,15.827294636879857
331,2,2,2,True,True,True,20.246027,20.190601833302285
332,1,1,1,True,True,True,16.496054,16.577376150050146
333,5,5,5,True,True,True,19.845617,19.703246426763823
334,3,3,3,True,True,True,17.100737,17.126582135322018
335,3,3,3,True,True,True,11.461176,11.273994803178795
336,9,9,9,True,True,True,16.406357,16.283220858251827
337,7,7,7,True,True,True,11.429673,11.493991004041062
338,8,8,8,True,True,True,15.393252,15.725789432418479
339,6,5,5,False,False,True,10.792025,10.873843285634248
340,5,3,3,False,False,True,12.585832,12.533699761957394
341,6,6,6,True,True,True,13.075474,12.962916528294874
342,1,1,1,True,True,True,14.244551,14.341000884951656
343,3,3,3,True,True,True,11.055543,11.054636670828978
344,8,8,8,True,True,True,15.825723,16.101757019946767
345,1,1,1,True,True,True,13.708548,13.865811398751262
346,0,0,0,True,True,True,21.405516,21.326280813654908
347,5,5,5,True,True,True,36.660656,36.86320712757907
348,1,1,1,True,True,True,12.476152,12.547249023596972
349,3,3,3,True,True,True,15.724019,15.78623589466043
350,1,1,1,True,True,True,15.950073,16.16233946382767
351,5,5,5,True,True,True,30.549376,30.510994848053254
352,5,5,5,True,True,True,5.941143,5.8492449428620565
353,6,6,6,True,True,True,27.336098,26.96030906329531
354,1,1,1,True,True,True,17.350916,17.50689500568339
355,8,8,8,True,True,True,15.971638,16.05323324540859
356,5,5,5,True,True,True,31.31275,31.426264713104995
357,1,1,1,True,True,True,12.052931,12.052925766503762
358,7,1,1,False,False,True,10.936441,11.020378373284968
359,9,9,9,True,True,True,15.1556,15.161578403566795
360,4,4,4,True,True,True,16.15037,16.215109687341453
361,6,6,6,True,True,True,21.89299,21.713519791193985
362,2,2,2,True,True,True,17.862137,17.75896152768506
363,2,2,2,True,True,True,20.478992,20.23800037076464
364,5,5,5,True,True,True,32.838776,32.83819535918089
365,0,0,0,True,True,True,17.651073,17.412379779120247
366,6,6,6,True,True,True,13.906029,13.807364970040968
367,5,5,5,True,True,True,15.055138,14.977836110301054
368,6,6,6,True,True,True,14.718553,14.606415781684715
369,3,3,3,True,True,True,8.322914,8.35602566284309
370,7,7,7,True,True,True,16.242695,16.1226359069387
371,2,2,2,True,True,True,21.976334,21.567604504980668
372,0,0,0,True,True,True,20.361853,20.280878794846736
373,8,8,8,True,True,True,18.084875,18.19853482998007
374,8,8,8,True,True,True,18.519175,18.573998598040895
375,5,5,5,True,True,True,47.343716,47.51354365390234
376,4,4,4,True,True,True,13.4806,13.454654368449221
377,1,1,1,True,True,True,13.846191,13.874360531591728
378,1,1,1,True,True,True,13.854105,13.933759790251646
379,4,4,4,True,True,True,21.372288,21.431567510972243
380,0,0,0,True,True,True,12.419416,12.401570090667834
381,3,3,3,True,True,True,5.5065084,5.517599740611069
382,3,3,3,True,True,True,18.209524,18.090128698344966
383,7,7,7,True,True,True,16.766071,16.641621196124213
384,6,6,6,True,True,True,30.041279,29.94095737497903
385,1,1,1,True,True,True,13.528671,13.58254901789219
386,6,5,5,False,False,True,4.676699,4.725293481360656
387,2,2,2,True,True,True,16.997162,16.920794696347606
388,1,1,1,True,True,True,16.245127,16.417056490750447
389,9,9,9,True,True,True,19.831863,19.756414600808792
390,2,2,2,True,True,True,22.231554,22.05242460990603
391,8,8,8,True,True,True,12.545211,12.578290754395764
392,6,6,6,True,True,True,17.522038,17.47473797177359
393,1,1,1,True,True,True,16.749012,16.80444619351291
394,9,9,9,True,True,True,11.497898,11.440418790773176
395,5,5,5,True,True,True,16.977648,16.96949475486687
396,2,2,2,True,True,True,33.249863,33.06907382519178
397,5,5,5,True,True,True,26.465408,26.323798556054403
398,4,4,4,True,True,True,20.458555,20.40741928220816
399,4,4,4,True,True,True,15.428626,15.341704633082449
400,2,2,2,True,True,True,9.997716,9.735017944238493
401,8,8,8,True,True,True,16.313917,16.336097090253638
402,3,3,3,True,True,True,12.949707,12.925431681084287
403,8,9,9,False,False,True,6.1475587,6.188171150958124
404,2,2,2,True,True,True,15.470044,15.286164125019166
405,4,4,4,True,True,True,19.574297,19.55715641483393
406,5,5,5,True,True,True,13.480344,13.557818957209003
407,0,0,0,True,True,True,33.4363,33.192813042273364
408,3,3,3,True,True,True,9.370082,9.285915007559524
409,1,1,1,True,True,True,5.4844513,5.602566492315814
410,7,7,7,True,True,True,20.723785,20.67015125131066
411,7,7,7,True,True,True,14.255959,14.177439881598985
412,5,5,5,True,True,True,26.892405,27.013399133212925
413,7,7,7,True,True,True,24.87143,24.80169830157928
414,9,9,9,True,True,True,11.624934,11.5349013734791
415,7,7,7,True,True,True,18.557102,18.47456069142806
416,1,1,1,True,True,True,16.341785,16.514850733999783
417,9,9,9,True,True,True,15.578878,15.55390463610177
418,2,2,2,True,True,True,25.736315,25.509334934113618
419,1,1,1,True,True,True,14.49403,14.555317675831533
420,4,4,4,True,True,True,2.2799165,2.2222301766670394
421,2,2,2,True,True,True,14.881889,14.928133046057486
422,9,9,9,True,True,True,19.409887,19.31293038410128
423,2,2,2,True,True,True,25.505707,25.029700825631203
424,0,0,0,True,True,True,22.544184,22.430541906560833
425,4,4,4,True,True,True,19.694227,19.7463137977638
426,9,9,9,True,True,True,12.983919,12.992280864763396
427,1,1,1,True,True,True,11.240633,11.23633264888392
428,4,4,4,True,True,True,19.325735,19.256228358445362
429,8,8,8,True,True,True,19.934315,20.08108915931096
430,1,1,1,True,True,True,13.417534,13.493448818802001
431,8,8,8,True,True,True,15.345835,15.265512790901624
432,4,4,4,True,True,True,-2.6108835,-2.2921276476752106
433,5,5,5,True,True,True,10.423697,10.5540503823333
434,9,9,9,True,True,True,14.165333,14.057051578382401
435,8,8,8,True,True,True,17.41122,17.470758554931926
436,8,8,8,True,True,True,12.2696295,12.325521673755626
437,3,3,3,True,True,True,33.47131,33.439112331078825
438,7,7,7,True,True,True,20.678173,20.61291658405372
439,6,6,6,True,True,True,16.540615,16.401309204061477
440,0,0,0,True,True,True,52.177784,52.1048226670333
441,0,0,0,True,True,True,21.478218,21.24947930751609
442,3,3,3,True,True,True,17.455515,17.391873641485827
443,0,0,0,True,True,True,7.9139028,7.790160628591286
444,2,2,2,True,True,True,16.510777,16.379290883563897
445,6,0,0,False,False,True,16.19425,16.11728825342111
446,6,6,6,True,True,True,16.266552,16.119517102033612
447,4,4,4,True,True,True,4.377766,4.272318619229485
448,9,9,9,True,True,True,7.7504387,7.836002038074812
449,3,5,5,False,False,True,15.922659,15.892582859913666
450,3,3,3,True,True,True,15.257652,15.149203057708059
451,3,3,3,True,True,True,27.940311,28.050699485545792
452,2,2,2,True,True,True,21.177616,20.98306566972435
453,3,3,3,True,True,True,12.704208,12.652644549181712
454,9,9,9,True,True,True,11.757314,11.753029363312617
455,1,1,1,True,True,True,11.6643715,11.877710836271932
456,2,2,2,True,True,True,11.85999,11.737124874426234
457,6,6,5,True,False,False,3.3908908,3.493056632311534
458,8,8,8,True,True,True,21.284472,21.38547931658537
459,0,0,0,True,True,True,24.761814,24.53821259938711
460,5,5,5,True,True,True,13.3676405,13.60055414134365
461,6,6,6,True,True,True,31.29479,30.90194577619405
462,6,6,6,True,True,True,28.988583,28.845990966576952
463,6,6,6,True,True,True,31.610996,31.507271244553547
464,3,3,3,True,True,True,21.269384,21.392650157834648
465,8,8,8,True,True,True,21.797852,22.089582736651565
466,8,8,8,True,True,True,21.426464,21.44169279899699
467,2,2,2,True,True,True,21.40213,21.173030733748046
468,7,7,7,True,True,True,21.34105,21.481164034266016
469,5,5,5,True,True,True,27.266249,27.210382403895792
470,8,8,8,True,True,True,18.109852,18.31506431051647
471,9,9,9,True,True,True,14.064695,14.046846003594023
472,6,6,6,True,True,True,10.236317,10.192261096607329
473,1,1,1,True,True,True,7.761739,7.794969206917864
474,8,8,8,True,True,True,24.848618,24.923413215789708
475,4,4,4,True,True,True,33.853573,33.918317602364375
476,1,1,1,True,True,True,15.09539,15.195309613882936
477,2,2,2,True,True,True,17.670294,17.54157677600186
478,5,5,5,True,True,True,11.844272,11.918697791698413
479,9,9,9,True,True,True,10.659596,10.743396017365827
480,1,1,1,True,True,True,13.815861,13.978602347137096
481,9,9,9,True,True,True,18.850182,18.81075388303267
482,7,7,7,True,True,True,31.032793,31.085763856499536
483,5,5,5,True,True,True,11.492913,11.663320729308891
484,4,4,4,True,True,True,27.707424,27.918163930527147
485,0,0,0,True,True,True,21.965427,21.701751837745903
486,8,8,8,True,True,True,14.007768,13.830533580058649
487,9,9,9,True,True,True,14.524296,14.44450504153104
488,9,9,9,True,True,True,17.789103,17.682372055631216
489,1,1,1,True,True,True,10.546894,10.619687192891119
490,0,0,0,True,True,True,7.853725,7.958735584245234
491,5,5,5,True,True,True,17.456394,17.526032027226247
492,2,2,2,True,True,True,22.2055,22.053312730275962
493,3,3,3,True,True,True,22.80945,22.74582221385166
494,7,7,7,True,True,True,28.671232,28.711892171050028
495,8,2,2,False,False,True,4.2992525,4.001356652090279
496,9,9,9,True,True,True,14.531074,14.410177255801914
497,4,4,4,True,True,True,14.612797,14.69936112330115
498,0,0,0,True,True,True,7.3687453,7.19509190470964
499,6,6,6,True,True,True,8.595479,8.477897370101191
500,3,3,3,True,True,True,25.127821,24.962442457085018
501,9,9,9,True,True,True,22.269585,22.16742860711788
502,5,5,5,True,True,True,12.058497,12.201978934865652
503,2,2,2,True,True,True,48.426876,48.393488404602394
504,1,1,1,True,True,True,13.565502,13.57858014473465
505,3,3,3,True,True,True,28.363304,28.42626597846772
506,1,1,1,True,True,True,8.312083,8.416741343062062
507,3,3,3,True,True,True,9.280553,9.281462761086358
508,6,6,6,True,True,True,17.575857,17.458337071973624
509,5,5,5,True,True,True,17.920753,17.99272686162984
510,7,7,7,True,True,True,15.27175,15.36784441198159
511,4,4,4,True,True,True,11.110203,11.238294483005443
